"ano_ingresso","ano","media_final","descricao","nome","ch_total","status"
2010.0,20122.0,0.0,-1.0,19.0,60.0,-1.0
2011.0,20122.0,1.7,-1.0,19.0,60.0,-1.0
2011.0,20122.0,7.0,1.0,19.0,60.0,-1.0
2010.0,20122.0,5.0,1.0,19.0,60.0,-1.0
2011.0,20122.0,2.5,-1.0,19.0,60.0,1.0
2012.0,20122.0,7.7,1.0,27.0,60.0,-1.0
2012.0,20122.0,-2.0,-2.0,27.0,60.0,-1.0
2011.0,20122.0,-2.0,-2.0,27.0,60.0,-1.0
2012.0,20122.0,-2.0,-2.0,27.0,60.0,-1.0
2012.0,20122.0,0.0,-1.0,27.0,60.0,-1.0
2012.0,20122.0,0.0,-1.0,27.0,60.0,-1.0
2012.0,20122.0,0.0,-1.0,27.0,60.0,-1.0
2012.0,20122.0,8.4,1.0,27.0,60.0,-1.0
2012.0,20122.0,7.5,1.0,27.0,60.0,-1.0
2012.0,20122.0,1.4,-1.0,27.0,60.0,-1.0
2012.0,20122.0,8.9,1.0,27.0,60.0,-1.0
2012.0,20122.0,8.2,1.0,27.0,60.0,-1.0
2012.0,20122.0,8.6,1.0,27.0,60.0,-1.0
2012.0,20122.0,8.0,1.0,27.0,60.0,-1.0
2012.0,20122.0,7.0,1.0,27.0,60.0,-1.0
2011.0,20122.0,-2.0,-2.0,27.0,60.0,-1.0
2012.0,20122.0,8.2,1.0,27.0,60.0,-1.0
2012.0,20122.0,8.5,1.0,27.0,60.0,-1.0
2011.0,20122.0,1.7,-1.0,27.0,60.0,-1.0
2012.0,20122.0,7.9,1.0,27.0,60.0,-1.0
2012.0,20122.0,8.9,1.0,27.0,60.0,-1.0
2012.0,20122.0,7.9,1.0,27.0,60.0,1.0
2012.0,20122.0,8.1,1.0,27.0,60.0,-1.0
2012.0,20122.0,7.9,1.0,27.0,60.0,1.0
2010.0,20122.0,8.0,1.0,27.0,60.0,1.0
2012.0,20122.0,8.5,1.0,27.0,60.0,1.0
2012.0,20122.0,8.5,1.0,27.0,60.0,1.0
2011.0,20122.0,8.1,1.0,27.0,60.0,-1.0
2012.0,20122.0,8.5,1.0,27.0,60.0,-1.0
2012.0,20122.0,9.0,1.0,27.0,60.0,-1.0
2012.0,20122.0,7.4,1.0,27.0,60.0,-1.0
2012.0,20122.0,7.6,1.0,27.0,60.0,-1.0
2012.0,20122.0,7.1,1.0,27.0,60.0,-1.0
2012.0,20122.0,8.5,1.0,27.0,60.0,1.0
2012.0,20122.0,8.4,1.0,27.0,60.0,1.0
2012.0,20122.0,8.5,1.0,27.0,60.0,1.0
2012.0,20122.0,9.2,1.0,27.0,60.0,-1.0
2012.0,20122.0,7.4,1.0,27.0,60.0,-1.0
2012.0,20122.0,8.1,1.0,27.0,60.0,1.0
2012.0,20122.0,8.5,1.0,27.0,60.0,-1.0
2012.0,20122.0,8.8,1.0,27.0,60.0,1.0
2012.0,20122.0,-2.0,-2.0,4.0,60.0,-1.0
2011.0,20122.0,0.0,-1.0,4.0,60.0,-1.0
2010.0,20122.0,-4.0,-2.0,4.0,60.0,-1.0
2012.0,20122.0,-4.0,-2.0,4.0,60.0,-1.0
2012.0,20122.0,-4.0,-2.0,4.0,60.0,-1.0
2012.0,20122.0,-4.0,-2.0,4.0,60.0,-1.0
2012.0,20122.0,-4.0,-2.0,4.0,60.0,-1.0
2009.0,20122.0,0.0,-1.0,4.0,60.0,-1.0
2011.0,20122.0,7.7,1.0,4.0,60.0,-1.0
2010.0,20122.0,-2.0,-2.0,4.0,60.0,-1.0
2012.0,20122.0,-7.0,-3.0,4.0,60.0,-1.0
2011.0,20122.0,-4.0,-2.0,4.0,60.0,-1.0
2012.0,20122.0,-4.0,-2.0,4.0,60.0,-1.0
2012.0,20122.0,-4.0,-2.0,4.0,60.0,-1.0
2012.0,20122.0,-4.0,-2.0,4.0,60.0,-1.0
2012.0,20122.0,-4.0,-2.0,4.0,60.0,-1.0
2011.0,20122.0,1.0,-1.0,4.0,60.0,1.0
2012.0,20122.0,5.5,1.0,4.0,60.0,1.0
2012.0,20122.0,-4.0,-2.0,4.0,60.0,-1.0
2011.0,20122.0,7.0,1.0,4.0,60.0,-1.0
2012.0,20122.0,2.3,-1.0,4.0,60.0,1.0
2012.0,20122.0,-4.0,-2.0,4.0,60.0,1.0
2012.0,20122.0,-4.0,-2.0,4.0,60.0,-1.0
2012.0,20122.0,-4.0,-2.0,4.0,60.0,-1.0
2012.0,20122.0,5.1,1.0,4.0,60.0,1.0
2012.0,20122.0,-4.0,-2.0,4.0,60.0,1.0
2012.0,20122.0,6.2,1.0,4.0,60.0,1.0
2012.0,20122.0,-4.0,-2.0,4.0,60.0,-1.0
2012.0,20122.0,-4.0,-2.0,4.0,60.0,1.0
2010.0,20122.0,0.0,-1.0,4.0,60.0,1.0
2011.0,20122.0,-7.0,-3.0,4.0,60.0,-1.0
2012.0,20122.0,-4.0,-2.0,4.0,60.0,1.0
2011.0,20122.0,-7.0,-3.0,4.0,60.0,1.0
2012.0,20122.0,5.2,1.0,4.0,60.0,1.0
2009.0,20122.0,-2.0,-2.0,16.0,60.0,-1.0
2011.0,20122.0,7.4,1.0,16.0,60.0,1.0
2012.0,20122.0,9.2,1.0,16.0,60.0,-1.0
2011.0,20122.0,-4.0,-2.0,16.0,60.0,-1.0
2011.0,20122.0,9.0,1.0,16.0,60.0,-1.0
2011.0,20122.0,9.0,1.0,16.0,60.0,1.0
2010.0,20122.0,7.0,1.0,16.0,60.0,1.0
2011.0,20122.0,8.6,1.0,16.0,60.0,1.0
2011.0,20122.0,8.0,1.0,16.0,60.0,1.0
2012.0,20122.0,9.0,1.0,16.0,60.0,-1.0
2011.0,20122.0,9.5,1.0,16.0,60.0,-1.0
2011.0,20122.0,7.9,1.0,16.0,60.0,-1.0
2011.0,20122.0,9.5,1.0,16.0,60.0,1.0
2011.0,20122.0,8.6,1.0,16.0,60.0,1.0
2009.0,20122.0,-2.0,-2.0,23.0,60.0,-1.0
2009.0,20122.0,-2.0,-2.0,23.0,60.0,-1.0
2009.0,20122.0,-4.0,-2.0,23.0,60.0,-1.0
2009.0,20122.0,7.5,1.0,23.0,60.0,-1.0
2009.0,20122.0,6.0,1.0,23.0,60.0,-1.0
2009.0,20122.0,3.1,-1.0,23.0,60.0,1.0
2010.0,20122.0,8.5,1.0,23.0,60.0,-1.0
2010.0,20122.0,9.0,1.0,23.0,60.0,1.0
2011.0,20122.0,7.3,1.0,3.0,60.0,1.0
2010.0,20122.0,1.8,-1.0,3.0,60.0,-1.0
2010.0,20122.0,1.2,-1.0,3.0,60.0,-1.0
2010.0,20122.0,5.2,1.0,3.0,60.0,-1.0
2010.0,20122.0,7.2,1.0,3.0,60.0,1.0
2010.0,20122.0,5.2,1.0,3.0,60.0,-1.0
2010.0,20122.0,5.3,1.0,3.0,60.0,-1.0
2010.0,20122.0,5.4,1.0,3.0,60.0,1.0
2010.0,20122.0,1.9,-1.0,3.0,60.0,-1.0
2010.0,20122.0,5.7,1.0,3.0,60.0,-1.0
2009.0,20122.0,5.5,1.0,3.0,60.0,-1.0
2010.0,20122.0,4.0,-1.0,3.0,60.0,-1.0
2011.0,20122.0,5.7,1.0,3.0,60.0,1.0
2009.0,20122.0,1.5,-1.0,3.0,60.0,1.0
2010.0,20122.0,5.3,1.0,3.0,60.0,1.0
2010.0,20122.0,7.0,1.0,3.0,60.0,-1.0
2011.0,20122.0,4.2,-1.0,3.0,60.0,-1.0
2010.0,20122.0,3.7,-1.0,3.0,60.0,1.0
2011.0,20122.0,7.0,1.0,6.0,60.0,-1.0
2011.0,20122.0,7.0,1.0,6.0,60.0,1.0
2011.0,20122.0,8.6,1.0,6.0,60.0,1.0
2010.0,20122.0,9.5,1.0,6.0,60.0,1.0
2010.0,20122.0,7.0,1.0,6.0,60.0,-1.0
2010.0,20122.0,5.0,1.0,6.0,60.0,-1.0
2010.0,20122.0,4.2,-1.0,6.0,60.0,-1.0
2011.0,20122.0,7.7,1.0,6.0,60.0,-1.0
2010.0,20122.0,7.3,1.0,6.0,60.0,-1.0
2011.0,20122.0,3.9,-1.0,6.0,60.0,-1.0
2011.0,20122.0,-4.0,-2.0,6.0,60.0,-1.0
2011.0,20122.0,8.5,1.0,6.0,60.0,1.0
2011.0,20122.0,8.7,1.0,6.0,60.0,1.0
2011.0,20122.0,8.8,1.0,6.0,60.0,1.0
2011.0,20122.0,2.3,-1.0,6.0,60.0,-1.0
2011.0,20122.0,6.1,1.0,6.0,60.0,-1.0
2011.0,20122.0,8.9,1.0,6.0,60.0,-1.0
2010.0,20122.0,7.5,1.0,6.0,60.0,-1.0
2011.0,20122.0,-4.0,-2.0,6.0,60.0,1.0
2011.0,20122.0,8.0,1.0,6.0,60.0,1.0
2011.0,20122.0,5.0,1.0,6.0,60.0,1.0
2009.0,20122.0,-2.0,-2.0,11.0,60.0,-1.0
2010.0,20122.0,3.5,-1.0,11.0,60.0,-1.0
2009.0,20122.0,-2.0,-2.0,11.0,60.0,-1.0
2010.0,20122.0,7.4,1.0,11.0,60.0,1.0
2010.0,20122.0,7.5,1.0,11.0,60.0,-1.0
2010.0,20122.0,1.9,-1.0,11.0,60.0,-1.0
2009.0,20122.0,7.7,1.0,11.0,60.0,-1.0
2010.0,20122.0,5.3,1.0,11.0,60.0,-1.0
2010.0,20122.0,6.3,1.0,11.0,60.0,1.0
2010.0,20122.0,4.2,-1.0,11.0,60.0,-1.0
2010.0,20122.0,7.5,1.0,11.0,60.0,-1.0
2010.0,20122.0,8.5,1.0,11.0,60.0,1.0
2009.0,20122.0,-2.0,-2.0,24.0,60.0,-1.0
2011.0,20122.0,-7.0,-3.0,24.0,60.0,-1.0
2009.0,20122.0,2.2,-1.0,24.0,60.0,-1.0
2010.0,20122.0,-7.0,-3.0,24.0,60.0,1.0
2010.0,20122.0,-4.0,-2.0,24.0,60.0,-1.0
2009.0,20122.0,6.4,1.0,24.0,60.0,-1.0
2009.0,20122.0,5.4,1.0,24.0,60.0,-1.0
2011.0,20122.0,-4.0,-2.0,24.0,60.0,-1.0
2009.0,20122.0,6.7,1.0,24.0,60.0,-1.0
2009.0,20122.0,8.8,1.0,24.0,60.0,-1.0
2011.0,20122.0,-7.0,-3.0,24.0,60.0,1.0
2011.0,20122.0,5.4,1.0,24.0,60.0,-1.0
2011.0,20122.0,-7.0,-3.0,24.0,60.0,-1.0
2009.0,20122.0,10.0,1.0,29.0,60.0,-1.0
2010.0,20122.0,10.0,1.0,29.0,60.0,-1.0
2010.0,20122.0,10.0,1.0,29.0,60.0,1.0
2010.0,20122.0,-7.0,-3.0,29.0,60.0,-1.0
2010.0,20122.0,10.0,1.0,29.0,60.0,-1.0
2011.0,20122.0,-2.0,-2.0,29.0,60.0,-1.0
2010.0,20122.0,9.1,1.0,29.0,60.0,-1.0
2011.0,20122.0,10.0,1.0,29.0,60.0,-1.0
2010.0,20122.0,10.0,1.0,29.0,60.0,-1.0
2010.0,20122.0,10.0,1.0,29.0,60.0,-1.0
2009.0,20122.0,10.0,1.0,29.0,60.0,1.0
2011.0,20122.0,10.0,1.0,29.0,60.0,-1.0
2011.0,20122.0,9.5,1.0,29.0,60.0,-1.0
2010.0,20122.0,-7.0,-3.0,29.0,60.0,-1.0
2011.0,20122.0,10.0,1.0,29.0,60.0,-1.0
2011.0,20122.0,10.0,1.0,29.0,60.0,1.0
2010.0,20122.0,9.5,1.0,29.0,60.0,-1.0
2011.0,20122.0,9.1,1.0,29.0,60.0,-1.0
2010.0,20122.0,-7.0,-3.0,29.0,60.0,-1.0
2010.0,20122.0,10.0,1.0,29.0,60.0,-1.0
2011.0,20122.0,10.0,1.0,29.0,60.0,1.0
2010.0,20122.0,10.0,1.0,29.0,60.0,-1.0
2011.0,20122.0,10.0,1.0,29.0,60.0,-1.0
2010.0,20122.0,10.0,1.0,29.0,60.0,-1.0
2009.0,20122.0,7.6,1.0,20.0,60.0,1.0
2009.0,20122.0,4.9,-1.0,20.0,60.0,-1.0
2009.0,20122.0,8.6,1.0,20.0,60.0,1.0
2009.0,20122.0,8.6,1.0,20.0,60.0,1.0
2009.0,20122.0,9.7,1.0,20.0,60.0,1.0
2009.0,20122.0,7.8,1.0,20.0,60.0,1.0
2009.0,20122.0,8.1,1.0,20.0,60.0,1.0
2009.0,20122.0,7.6,1.0,20.0,60.0,1.0
2009.0,20122.0,8.0,1.0,20.0,60.0,1.0
2009.0,20122.0,7.9,1.0,20.0,60.0,1.0
2009.0,20122.0,8.4,1.0,20.0,60.0,-1.0
2009.0,20122.0,9.2,1.0,20.0,60.0,1.0
2009.0,20122.0,8.9,1.0,20.0,60.0,1.0
2009.0,20122.0,7.3,1.0,20.0,60.0,-1.0
2009.0,20122.0,8.0,1.0,20.0,60.0,-1.0
2009.0,20122.0,9.1,1.0,20.0,60.0,1.0
2010.0,20122.0,7.2,1.0,20.0,60.0,1.0
2009.0,20122.0,8.5,1.0,20.0,60.0,-1.0
2009.0,20122.0,9.4,1.0,14.0,60.0,-1.0
2013.0,20131.0,-2.0,-2.0,1.0,90.0,-1.0
2013.0,20131.0,-2.0,-2.0,1.0,90.0,-1.0
2013.0,20131.0,-2.0,-2.0,1.0,90.0,-1.0
2013.0,20131.0,-2.0,-2.0,1.0,90.0,-1.0
2013.0,20131.0,-2.0,-2.0,1.0,90.0,-1.0
2013.0,20131.0,-7.0,-3.0,1.0,90.0,-1.0
2013.0,20131.0,-2.0,-2.0,1.0,90.0,-1.0
2013.0,20131.0,-2.0,-2.0,1.0,90.0,-1.0
2013.0,20131.0,-2.0,-2.0,1.0,90.0,-1.0
2013.0,20131.0,-2.0,-2.0,1.0,90.0,-1.0
2013.0,20131.0,0.0,-1.0,1.0,90.0,-1.0
2013.0,20131.0,0.0,-1.0,1.0,90.0,-1.0
2013.0,20131.0,8.8,1.0,1.0,90.0,-1.0
2013.0,20131.0,2.2,-1.0,1.0,90.0,-1.0
2013.0,20131.0,7.0,1.0,1.0,90.0,-1.0
2013.0,20131.0,4.3,-1.0,1.0,90.0,-1.0
2013.0,20131.0,2.9,-1.0,1.0,90.0,-1.0
2013.0,20131.0,5.6,1.0,1.0,90.0,-1.0
2013.0,20131.0,8.9,1.0,1.0,90.0,-1.0
2013.0,20131.0,7.1,1.0,1.0,90.0,-1.0
2013.0,20131.0,1.5,-1.0,1.0,90.0,-1.0
2013.0,20131.0,2.7,-1.0,1.0,90.0,-1.0
2013.0,20131.0,3.0,-1.0,1.0,90.0,-1.0
2013.0,20131.0,5.1,1.0,1.0,90.0,-1.0
2013.0,20131.0,1.9,-1.0,1.0,90.0,1.0
2013.0,20131.0,5.1,1.0,1.0,90.0,1.0
2013.0,20131.0,7.9,1.0,1.0,90.0,-1.0
2013.0,20131.0,9.9,1.0,1.0,90.0,-1.0
2013.0,20131.0,3.6,-1.0,1.0,90.0,1.0
2013.0,20131.0,9.6,1.0,1.0,90.0,1.0
2013.0,20131.0,-2.0,-2.0,1.0,90.0,-1.0
2012.0,20131.0,0.0,-1.0,1.0,90.0,-1.0
2012.0,20131.0,-4.0,-2.0,1.0,90.0,-1.0
2012.0,20131.0,2.4,-1.0,1.0,90.0,-1.0
2013.0,20131.0,2.8,-1.0,1.0,90.0,-1.0
2012.0,20131.0,3.5,-1.0,1.0,90.0,1.0
2013.0,20131.0,-2.0,-2.0,12.0,60.0,-1.0
2013.0,20131.0,-2.0,-2.0,12.0,60.0,-1.0
2013.0,20131.0,-2.0,-2.0,12.0,60.0,-1.0
2013.0,20131.0,-2.0,-2.0,12.0,60.0,-1.0
2013.0,20131.0,6.6,1.0,12.0,60.0,-1.0
2013.0,20131.0,-2.0,-2.0,12.0,60.0,-1.0
2013.0,20131.0,-4.0,-2.0,12.0,60.0,-1.0
2013.0,20131.0,-2.0,-2.0,12.0,60.0,-1.0
2013.0,20131.0,0.0,-1.0,12.0,60.0,-1.0
2012.0,20131.0,-2.0,-2.0,12.0,60.0,-1.0
2011.0,20131.0,-2.0,-2.0,12.0,60.0,-1.0
2013.0,20131.0,-2.0,-2.0,12.0,60.0,-1.0
2013.0,20131.0,-2.0,-2.0,12.0,60.0,-1.0
2012.0,20131.0,-2.0,-2.0,12.0,60.0,-1.0
2013.0,20131.0,0.0,-1.0,12.0,60.0,-1.0
2013.0,20131.0,8.5,1.0,12.0,60.0,-1.0
2012.0,20131.0,2.6,-1.0,12.0,60.0,-1.0
2013.0,20131.0,0.0,-1.0,12.0,60.0,-1.0
2013.0,20131.0,-2.0,-2.0,12.0,60.0,-1.0
2013.0,20131.0,9.7,1.0,12.0,60.0,-1.0
2012.0,20131.0,5.4,1.0,12.0,60.0,-1.0
2013.0,20131.0,1.7,-1.0,12.0,60.0,-1.0
2011.0,20131.0,3.0,-1.0,12.0,60.0,-1.0
2013.0,20131.0,-4.0,-2.0,12.0,60.0,-1.0
2013.0,20131.0,5.1,1.0,12.0,60.0,-1.0
2013.0,20131.0,2.3,-1.0,12.0,60.0,-1.0
2013.0,20131.0,1.9,-1.0,12.0,60.0,-1.0
2013.0,20131.0,8.5,1.0,12.0,60.0,-1.0
2013.0,20131.0,0.0,-1.0,12.0,60.0,-1.0
2013.0,20131.0,0.1,-1.0,12.0,60.0,-1.0
2012.0,20131.0,5.6,1.0,12.0,60.0,-1.0
2012.0,20131.0,2.2,-1.0,12.0,60.0,-1.0
2011.0,20131.0,5.0,1.0,12.0,60.0,1.0
2011.0,20131.0,0.7,-1.0,12.0,60.0,-1.0
2011.0,20131.0,5.9,1.0,12.0,60.0,-1.0
2013.0,20131.0,2.3,-1.0,12.0,60.0,1.0
2013.0,20131.0,2.8,-1.0,12.0,60.0,1.0
2012.0,20131.0,8.3,1.0,12.0,60.0,1.0
2012.0,20131.0,7.2,1.0,12.0,60.0,1.0
2013.0,20131.0,7.7,1.0,12.0,60.0,-1.0
2013.0,20131.0,8.2,1.0,12.0,60.0,-1.0
2013.0,20131.0,5.7,1.0,12.0,60.0,1.0
2013.0,20131.0,9.9,1.0,12.0,60.0,1.0
2012.0,20131.0,8.8,1.0,12.0,60.0,-1.0
2010.0,20131.0,5.4,1.0,12.0,60.0,-1.0
2010.0,20131.0,-4.0,-2.0,12.0,60.0,-1.0
2012.0,20131.0,-4.0,-2.0,12.0,60.0,-1.0
2012.0,20131.0,0.0,-1.0,12.0,60.0,-1.0
2012.0,20131.0,6.3,1.0,12.0,60.0,-1.0
2012.0,20131.0,-4.0,-2.0,12.0,60.0,-1.0
2011.0,20131.0,0.3,-1.0,12.0,60.0,1.0
2012.0,20131.0,8.9,1.0,12.0,60.0,1.0
2011.0,20131.0,8.2,1.0,12.0,60.0,-1.0
2012.0,20131.0,9.3,1.0,12.0,60.0,1.0
2013.0,20131.0,0.4,-1.0,12.0,60.0,-1.0
2012.0,20131.0,7.8,1.0,12.0,60.0,-1.0
2012.0,20131.0,-2.0,-2.0,17.0,90.0,-1.0
2011.0,20131.0,-2.0,-2.0,17.0,90.0,-1.0
2012.0,20131.0,-2.0,-2.0,17.0,90.0,-1.0
2012.0,20131.0,-2.0,-2.0,17.0,90.0,-1.0
2012.0,20131.0,2.0,-1.0,17.0,90.0,-1.0
2012.0,20131.0,2.3,-1.0,17.0,90.0,-1.0
2011.0,20131.0,2.0,-1.0,17.0,90.0,-1.0
2012.0,20131.0,0.0,-1.0,17.0,90.0,-1.0
2011.0,20131.0,5.5,1.0,17.0,90.0,-1.0
2011.0,20131.0,1.7,-1.0,17.0,90.0,-1.0
2011.0,20131.0,5.1,1.0,17.0,90.0,1.0
2012.0,20131.0,7.2,1.0,17.0,90.0,-1.0
2012.0,20131.0,7.8,1.0,17.0,90.0,1.0
2012.0,20131.0,6.6,1.0,17.0,90.0,1.0
2012.0,20131.0,7.6,1.0,17.0,90.0,1.0
2012.0,20131.0,5.6,1.0,17.0,90.0,-1.0
2012.0,20131.0,8.3,1.0,17.0,90.0,-1.0
2012.0,20131.0,8.2,1.0,18.0,60.0,-1.0
2010.0,20131.0,0.1,-1.0,18.0,60.0,-1.0
2010.0,20131.0,-2.0,-2.0,18.0,60.0,-1.0
2012.0,20131.0,-4.0,-2.0,18.0,60.0,-1.0
2010.0,20131.0,-4.0,-2.0,18.0,60.0,-1.0
2012.0,20131.0,-4.0,-2.0,18.0,60.0,-1.0
2010.0,20131.0,-2.0,-2.0,18.0,60.0,-1.0
2011.0,20131.0,-4.0,-2.0,18.0,60.0,-1.0
2010.0,20131.0,-2.0,-2.0,18.0,60.0,-1.0
2011.0,20131.0,1.1,-1.0,18.0,60.0,-1.0
2011.0,20131.0,-4.0,-2.0,18.0,60.0,-1.0
2009.0,20131.0,1.4,-1.0,18.0,60.0,-1.0
2009.0,20131.0,3.0,-1.0,18.0,60.0,-1.0
2012.0,20131.0,7.1,1.0,18.0,60.0,-1.0
2010.0,20131.0,-2.0,-2.0,18.0,60.0,-1.0
2010.0,20131.0,-2.0,-2.0,18.0,60.0,-1.0
2010.0,20131.0,-2.0,-2.0,18.0,60.0,-1.0
2011.0,20131.0,0.0,-1.0,18.0,60.0,-1.0
2010.0,20131.0,5.0,1.0,18.0,60.0,-1.0
2010.0,20131.0,-2.0,-2.0,18.0,60.0,-1.0
2010.0,20131.0,7.6,1.0,18.0,60.0,1.0
2012.0,20131.0,5.0,1.0,18.0,60.0,1.0
2012.0,20131.0,2.1,-1.0,18.0,60.0,1.0
2012.0,20131.0,2.9,-1.0,18.0,60.0,-1.0
2010.0,20131.0,2.0,-1.0,18.0,60.0,-1.0
2010.0,20131.0,5.1,1.0,18.0,60.0,-1.0
2010.0,20131.0,7.5,1.0,18.0,60.0,-1.0
2012.0,20131.0,8.5,1.0,18.0,60.0,1.0
2010.0,20131.0,1.4,-1.0,18.0,60.0,-1.0
2011.0,20131.0,1.5,-1.0,18.0,60.0,-1.0
2012.0,20131.0,7.3,1.0,18.0,60.0,-1.0
2012.0,20131.0,6.0,1.0,18.0,60.0,-1.0
2012.0,20131.0,7.0,1.0,18.0,60.0,1.0
2010.0,20131.0,9.1,1.0,18.0,60.0,1.0
2011.0,20131.0,-4.0,-2.0,18.0,60.0,-1.0
2011.0,20131.0,3.7,-1.0,18.0,60.0,-1.0
2011.0,20131.0,5.0,1.0,18.0,60.0,1.0
2010.0,20131.0,0.3,-1.0,18.0,60.0,-1.0
2010.0,20131.0,6.4,1.0,18.0,60.0,-1.0
2011.0,20131.0,5.5,1.0,18.0,60.0,1.0
2011.0,20131.0,1.3,-1.0,18.0,60.0,1.0
2010.0,20131.0,6.0,1.0,18.0,60.0,1.0
2012.0,20131.0,0.5,-1.0,18.0,60.0,1.0
2012.0,20131.0,2.8,-1.0,18.0,60.0,-1.0
2011.0,20131.0,5.4,1.0,18.0,60.0,-1.0
2010.0,20131.0,-2.0,-2.0,18.0,60.0,1.0
2011.0,20131.0,-7.0,-3.0,18.0,60.0,-1.0
2010.0,20131.0,3.1,-1.0,18.0,60.0,1.0
2011.0,20131.0,7.2,1.0,18.0,60.0,-1.0
2011.0,20131.0,8.1,1.0,18.0,60.0,1.0
2010.0,20131.0,0.0,-1.0,21.0,60.0,-1.0
2011.0,20131.0,9.2,1.0,21.0,60.0,1.0
2010.0,20131.0,8.0,1.0,21.0,60.0,1.0
2009.0,20131.0,7.0,1.0,21.0,60.0,1.0
2010.0,20131.0,7.5,1.0,21.0,60.0,1.0
2011.0,20131.0,-4.0,-2.0,21.0,60.0,1.0
2010.0,20131.0,7.6,1.0,21.0,60.0,-1.0
2010.0,20131.0,1.9,-1.0,21.0,60.0,-1.0
2009.0,20131.0,7.3,1.0,21.0,60.0,-1.0
2010.0,20131.0,5.6,1.0,21.0,60.0,-1.0
2011.0,20131.0,9.2,1.0,21.0,60.0,1.0
2009.0,20131.0,-2.0,-2.0,21.0,60.0,1.0
2011.0,20131.0,8.0,1.0,21.0,60.0,1.0
2011.0,20131.0,7.4,1.0,21.0,60.0,-1.0
2010.0,20131.0,7.5,1.0,21.0,60.0,-1.0
2009.0,20131.0,9.6,1.0,20.0,60.0,-1.0
2009.0,20131.0,3.1,-1.0,20.0,60.0,-1.0
2010.0,20131.0,9.8,1.0,20.0,60.0,-1.0
2010.0,20131.0,9.5,1.0,20.0,60.0,1.0
2012.0,20131.0,7.5,1.0,10.0,60.0,-1.0
2012.0,20131.0,-2.0,-2.0,10.0,60.0,-1.0
2012.0,20131.0,-2.0,-2.0,10.0,60.0,-1.0
2012.0,20131.0,8.1,-1.0,10.0,60.0,-1.0
2012.0,20131.0,8.2,1.0,10.0,60.0,-1.0
2009.0,20131.0,8.2,1.0,10.0,60.0,-1.0
2011.0,20131.0,7.9,1.0,10.0,60.0,-1.0
2012.0,20131.0,7.0,1.0,10.0,60.0,-1.0
2012.0,20131.0,5.0,1.0,10.0,60.0,-1.0
2012.0,20131.0,8.2,1.0,10.0,60.0,-1.0
2012.0,20131.0,7.5,1.0,10.0,60.0,-1.0
2011.0,20131.0,7.0,1.0,10.0,60.0,-1.0
2012.0,20131.0,7.3,1.0,10.0,60.0,-1.0
2012.0,20131.0,7.0,1.0,10.0,60.0,-1.0
2012.0,20131.0,7.2,1.0,10.0,60.0,-1.0
2012.0,20131.0,7.9,1.0,10.0,60.0,1.0
2012.0,20131.0,8.0,1.0,10.0,60.0,1.0
2011.0,20131.0,7.6,1.0,10.0,60.0,-1.0
2012.0,20131.0,8.4,1.0,10.0,60.0,-1.0
2012.0,20131.0,8.7,1.0,10.0,60.0,-1.0
2012.0,20131.0,7.5,1.0,10.0,60.0,-1.0
2012.0,20131.0,7.0,1.0,10.0,60.0,1.0
2011.0,20131.0,7.0,1.0,10.0,60.0,-1.0
2012.0,20131.0,7.7,1.0,10.0,60.0,1.0
2012.0,20131.0,6.0,1.0,10.0,60.0,-1.0
2012.0,20131.0,7.7,1.0,10.0,60.0,1.0
2012.0,20131.0,5.1,1.0,10.0,60.0,1.0
2012.0,20131.0,7.5,1.0,10.0,60.0,1.0
2012.0,20131.0,7.9,1.0,10.0,60.0,-1.0
2012.0,20131.0,7.7,1.0,10.0,60.0,-1.0
2012.0,20131.0,7.3,1.0,10.0,60.0,-1.0
2012.0,20131.0,5.5,1.0,10.0,60.0,1.0
2013.0,20131.0,-2.0,-2.0,9.0,60.0,-1.0
2013.0,20131.0,-2.0,-2.0,9.0,60.0,-1.0
2013.0,20131.0,-2.0,-2.0,9.0,60.0,-1.0
2013.0,20131.0,-2.0,-2.0,9.0,60.0,-1.0
2013.0,20131.0,7.6,1.0,9.0,60.0,-1.0
2013.0,20131.0,-2.0,-2.0,9.0,60.0,-1.0
2013.0,20131.0,-2.0,-2.0,9.0,60.0,-1.0
2013.0,20131.0,-2.0,-2.0,9.0,60.0,-1.0
2013.0,20131.0,-2.0,-2.0,9.0,60.0,-1.0
2013.0,20131.0,-2.0,-2.0,9.0,60.0,-1.0
2013.0,20131.0,0.0,-1.0,9.0,60.0,-1.0
2013.0,20131.0,9.0,1.0,9.0,60.0,-1.0
2013.0,20131.0,9.6,1.0,9.0,60.0,-1.0
2012.0,20131.0,2.8,-1.0,9.0,60.0,-1.0
2013.0,20131.0,9.2,1.0,9.0,60.0,-1.0
2013.0,20131.0,8.2,1.0,9.0,60.0,-1.0
2011.0,20131.0,-2.0,-2.0,9.0,60.0,-1.0
2013.0,20131.0,1.1,-1.0,9.0,60.0,-1.0
2013.0,20131.0,2.3,-1.0,9.0,60.0,-1.0
2013.0,20131.0,8.4,1.0,9.0,60.0,-1.0
2013.0,20131.0,5.0,1.0,9.0,60.0,-1.0
2013.0,20131.0,5.0,1.0,9.0,60.0,-1.0
2013.0,20131.0,7.6,1.0,9.0,60.0,-1.0
2011.0,20131.0,1.2,-1.0,9.0,60.0,-1.0
2013.0,20131.0,7.6,1.0,9.0,60.0,-1.0
